match_id,start_time_s,start_time_utc,patch,patch_source,winner,winner_team_index,team_1_average_badge,team_2_average_badge,team_1_hero_1,team_1_hero_2,team_1_hero_3,team_1_hero_4,team_1_hero_5,team_1_hero_6,team_2_hero_1,team_2_hero_2,team_2_hero_3,team_2_hero_4,team_2_hero_5,team_2_hero_6
77922978,1777005869,2026-04-24 04:44:29 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,42,42,11,35,81,3,2,6,4,64,79,15,69,27
77922977,1777005868,2026-04-24 04:44:28 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,72,72,58,20,3,14,25,15,80,7,4,67,31,64
77922965,1777005863,2026-04-24 04:44:23 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,14,16,17,69,50,25,72,2,60,76,80,79,1,13
77922964,1777005862,2026-04-24 04:44:22 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,73,73,7,3,15,58,72,19,77,6,63,64,11,8
77922956,1777005860,2026-04-24 04:44:20 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,76,76,80,31,63,27,58,69,66,11,7,79,4,13
77922955,1777005859,2026-04-24 04:44:19 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,52,52,31,80,3,27,18,7,25,79,65,64,52,11
77922954,1777005859,2026-04-24 04:44:19 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,62,62,63,11,60,25,81,65,66,13,20,1,31,79
77922953,1777005859,2026-04-24 04:44:19 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,14,14,1,80,2,58,76,10,79,65,31,8,7,64
77922945,1777005858,2026-04-24 04:44:18 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,16,16,65,19,76,52,69,12,10,64,15,3,25,31
77922944,1777005858,2026-04-24 04:44:18 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,12,12,7,67,31,77,20,65,16,76,81,2,79,25
77922940,1777005854,2026-04-24 04:44:14 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,62,62,27,3,18,11,13,1,4,12,65,8,69,72
77922938,1777005854,2026-04-24 04:44:14 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,41,41,63,66,67,79,13,25,27,1,10,80,15,81
77922925,1777005847,2026-04-24 04:44:07 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,64,64,2,13,12,66,65,11,63,67,81,6,64,76
77922916,1777005845,2026-04-24 04:44:05 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,91,91,1,65,76,12,2,18,79,13,80,25,35,81
77922915,1777005844,2026-04-24 04:44:04 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,65,65,77,6,76,17,4,79,1,2,19,12,69,15
77922913,1777005843,2026-04-24 04:44:03 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,82,82,6,11,50,19,13,67,3,7,20,69,10,25
77922911,1777005843,2026-04-24 04:44:03 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,95,95,15,52,65,69,14,6,13,58,19,12,7,79
77922910,1777005843,2026-04-24 04:44:03 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,76,76,2,65,15,60,72,27,76,66,16,80,14,64
77922909,1777005842,2026-04-24 04:44:02 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,62,62,63,80,6,10,52,67,20,65,81,79,76,19
77922893,1777005835,2026-04-24 04:43:55 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,21,21,65,52,31,80,15,67,72,79,50,11,63,81
77922884,1777005835,2026-04-24 04:43:55 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,56,56,13,1,65,11,14,35,72,31,17,58,79,20
77922878,1777005832,2026-04-24 04:43:52 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,31,31,63,69,11,1,35,81,3,60,14,6,65,58
77922877,1777005832,2026-04-24 04:43:52 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,66,71,17,66,2,67,8,15,69,6,31,76,3,1
77922876,1777005832,2026-04-24 04:43:52 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,46,46,1,16,67,81,2,8,4,25,72,76,13,14
77922874,1777005830,2026-04-24 04:43:50 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,23,23,16,77,64,50,11,15,19,13,67,20,31,25
77922873,1777005830,2026-04-24 04:43:50 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,95,95,52,8,15,81,80,16,7,67,10,77,12,1
77922872,1777005830,2026-04-24 04:43:50 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,103,103,65,19,76,35,13,11,31,14,2,77,6,80
77922870,1777005830,2026-04-24 04:43:50 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,75,75,10,67,72,17,19,80,2,65,8,15,11,79
77922861,1777005826,2026-04-24 04:43:46 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,33,35,63,11,4,35,27,8,31,64,1,66,81,79
77922860,1777005825,2026-04-24 04:43:45 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,52,52,7,66,2,8,15,63,65,11,18,17,64,76
77922853,1777005821,2026-04-24 04:43:41 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,53,53,65,81,69,72,2,67,12,79,7,1,52,80
77922852,1777005821,2026-04-24 04:43:41 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,42,42,64,67,66,52,15,4,13,10,72,25,79,77
77922843,1777005818,2026-04-24 04:43:38 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,12,12,63,13,80,12,17,6,27,64,67,31,65,15
77922839,1777005818,2026-04-24 04:43:38 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,64,64,13,31,27,8,79,1,15,7,63,52,19,76
77922837,1777005816,2026-04-24 04:43:36 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,76,76,50,69,76,27,16,20,52,79,80,63,1,18
77922834,1777005813,2026-04-24 04:43:33 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,61,61,2,1,69,72,52,76,3,6,19,79,63,14
77922822,1777005808,2026-04-24 04:43:28 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,46,46,1,77,15,80,67,14,10,65,7,2,11,79
77922801,1777005800,2026-04-24 04:43:20 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,71,71,1,31,4,20,17,79,3,58,14,64,25,60
77922793,1777005798,2026-04-24 04:43:18 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,83,83,35,16,15,10,7,79,11,12,80,63,60,25
77922792,1777005797,2026-04-24 04:43:17 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,42,42,19,15,20,63,25,69,13,11,72,79,1,4
77922786,1777005795,2026-04-24 04:43:15 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,83,83,80,50,31,69,19,10,58,25,1,8,7,18
77922781,1777005794,2026-04-24 04:43:14 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,23,23,1,3,76,25,79,11,50,64,2,20,18,8
77922780,1777005793,2026-04-24 04:43:13 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,56,56,63,20,79,35,27,52,25,67,81,7,10,19
77922778,1777005793,2026-04-24 04:43:13 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,26,26,52,13,31,18,76,79,4,65,69,64,2,12
77922777,1777005791,2026-04-24 04:43:11 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,52,52,8,77,13,4,67,25,63,1,69,72,15,11
77922776,1777005791,2026-04-24 04:43:11 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,71,72,58,81,79,80,64,6,14,25,3,35,13,20
77922769,1777005786,2026-04-24 04:43:06 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,102,102,25,18,6,52,50,63,76,67,1,2,11,27
77922766,1777005786,2026-04-24 04:43:06 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,41,41,66,80,2,3,79,81,65,69,14,6,64,13
77922759,1777005783,2026-04-24 04:43:03 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,55,54,81,1,13,14,80,12,79,31,2,72,7,15
77922737,1777005776,2026-04-24 04:42:56 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,72,73,50,13,77,11,2,52,64,79,6,69,25,58
77922735,1777005776,2026-04-24 04:42:56 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,12,12,12,66,13,7,65,67,64,27,3,10,80,11
77922734,1777005775,2026-04-24 04:42:55 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,24,25,13,81,17,11,15,7,72,64,35,63,20,79
77922733,1777005775,2026-04-24 04:42:55 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,71,71,1,63,15,4,18,2,77,50,20,80,10,69
77922732,1777005775,2026-04-24 04:42:55 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,55,55,63,66,3,11,13,31,19,18,50,17,67,76
77922727,1777005775,2026-04-24 04:42:55 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,75,75,77,50,60,1,14,6,76,31,11,65,27,79
77922726,1777005775,2026-04-24 04:42:55 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,81,81,20,1,8,16,6,3,76,63,12,19,52,14
77922703,1777005765,2026-04-24 04:42:45 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,72,72,52,1,15,11,64,14,31,77,7,69,72,79
77922693,1777005760,2026-04-24 04:42:40 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,14,14,8,63,1,6,66,79,72,76,13,3,64,69
77922692,1777005758,2026-04-24 04:42:38 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,86,86,6,63,10,50,15,66,2,64,35,31,60,19
77922691,1777005757,2026-04-24 04:42:37 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,113,113,1,63,12,25,11,3,64,2,76,20,31,72
77922633,1777005737,2026-04-24 04:42:17 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,86,92,11,65,12,31,67,7,52,19,79,15,76,64
77922630,1777005737,2026-04-24 04:42:17 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,13,13,6,27,81,67,3,17,8,64,50,69,77,11
77922628,1777005736,2026-04-24 04:42:16 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,22,22,2,65,31,79,19,6,1,4,67,63,80,35
77922627,1777005735,2026-04-24 04:42:15 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,25,25,20,3,16,25,79,1,6,69,4,2,10,66
77922604,1777005726,2026-04-24 04:42:06 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,82,82,77,19,58,64,31,67,60,7,72,1,79,4
77922603,1777005726,2026-04-24 04:42:06 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,103,103,2,63,20,35,66,13,27,69,4,7,1,67
77922599,1777005723,2026-04-24 04:42:03 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,81,81,11,63,66,31,69,1,20,65,72,15,79,2
77922592,1777005720,2026-04-24 04:42:00 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,41,41,65,52,80,79,4,11,58,67,81,6,31,63
77922529,1777005698,2026-04-24 04:41:38 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,105,105,1,63,8,14,25,18,10,65,15,77,4,12
77922508,1777005690,2026-04-24 04:41:30 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,61,62,52,1,10,8,50,27,11,6,15,76,7,64
77922499,1777005687,2026-04-24 04:41:27 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,65,65,10,65,50,79,66,6,31,69,16,4,3,1
77922491,1777005687,2026-04-24 04:41:27 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,54,53,1,35,13,14,66,8,72,79,80,7,69,31
77922488,1777005685,2026-04-24 04:41:25 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,74,73,16,2,81,80,1,18,72,4,77,69,12,7
77922487,1777005685,2026-04-24 04:41:25 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,71,71,17,10,35,66,8,16,80,14,67,6,15,65
77922486,1777005685,2026-04-24 04:41:25 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,96,96,3,58,64,63,18,19,8,35,1,7,69,31
77922483,1777005683,2026-04-24 04:41:23 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,52,52,76,11,50,72,6,13,79,20,58,63,19,31
77922482,1777005683,2026-04-24 04:41:23 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,36,36,18,79,13,65,27,64,77,3,1,35,76,19
77922477,1777005683,2026-04-24 04:41:23 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,14,14,63,13,18,27,67,81,4,69,80,64,76,77
77922476,1777005683,2026-04-24 04:41:23 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,106,106,58,31,77,15,79,13,2,65,72,63,17,8
77922471,1777005682,2026-04-24 04:41:22 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,73,73,4,10,76,13,79,25,3,1,11,58,31,2
77922467,1777005680,2026-04-24 04:41:20 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,35,35,63,4,64,12,77,8,11,7,1,76,6,67
77922466,1777005680,2026-04-24 04:41:20 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,55,55,7,65,77,69,76,6,63,50,14,25,72,67
77922465,1777005678,2026-04-24 04:41:18 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,71,72,1,63,64,25,15,67,2,10,72,4,8,14
77922454,1777005674,2026-04-24 04:41:14 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,62,62,65,63,1,66,69,58,77,79,2,10,64,25
77922444,1777005673,2026-04-24 04:41:13 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,22,22,66,69,80,67,1,13,79,3,81,18,4,7
77922443,1777005673,2026-04-24 04:41:13 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,26,25,25,66,10,67,50,20,77,79,52,27,19,69
77922441,1777005672,2026-04-24 04:41:12 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,75,75,69,14,2,25,19,27,65,31,66,79,15,7
77922435,1777005667,2026-04-24 04:41:07 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,31,31,13,27,69,16,80,20,79,1,65,3,15,35
77922406,1777005656,2026-04-24 04:40:56 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,85,85,7,12,65,64,72,11,15,14,6,81,25,63
77922381,1777005644,2026-04-24 04:40:44 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,82,82,65,1,14,19,66,67,64,20,15,52,8,6
77922377,1777005642,2026-04-24 04:40:42 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,52,52,4,20,67,65,77,80,6,63,50,1,60,69
77922376,1777005641,2026-04-24 04:40:41 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,34,34,79,1,13,15,11,10,19,31,58,2,8,67
77922351,1777005628,2026-04-24 04:40:28 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,94,94,50,81,1,72,20,67,17,15,18,4,13,31
77922349,1777005627,2026-04-24 04:40:27 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,51,51,2,66,60,1,67,4,27,79,7,20,65,6
77922329,1777005625,2026-04-24 04:40:25 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,84,84,13,52,15,3,10,25,31,50,11,65,69,27
77922312,1777005616,2026-04-24 04:40:16 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,106,106,80,13,10,6,63,3,25,1,31,17,15,67
77922299,1777005615,2026-04-24 04:40:15 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,61,61,10,7,69,17,13,12,3,63,67,11,19,64
77922298,1777005615,2026-04-24 04:40:15 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,42,43,63,52,4,3,11,79,7,67,50,31,81,25
77922286,1777005608,2026-04-24 04:40:08 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,63,61,65,66,35,13,11,14,7,27,60,8,20,25
77922284,1777005606,2026-04-24 04:40:06 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,105,105,31,13,20,64,1,65,72,11,27,15,7,2
77922253,1777005592,2026-04-24 04:39:52 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,93,94,69,19,63,35,79,1,15,11,2,66,20,80
77922251,1777005590,2026-04-24 04:39:50 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,55,55,1,13,69,25,67,64,20,65,63,27,11,52
77922250,1777005590,2026-04-24 04:39:50 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,44,44,7,14,69,77,64,19,65,72,79,58,80,67
77922247,1777005588,2026-04-24 04:39:48 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,56,56,50,58,67,80,52,19,1,12,27,76,64,2
77922244,1777005587,2026-04-24 04:39:47 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,62,62,2,31,20,76,19,17,1,16,65,10,64,79
77922226,1777005582,2026-04-24 04:39:42 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,71,71,1,65,58,67,76,6,7,64,12,72,11,63
77922225,1777005581,2026-04-24 04:39:41 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,75,75,65,7,19,79,12,2,4,3,13,27,64,20
77922224,1777005581,2026-04-24 04:39:41 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,82,82,13,12,2,15,80,10,65,14,67,1,72,31
77922221,1777005577,2026-04-24 04:39:37 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,81,81,79,64,13,1,11,77,20,65,69,81,16,80
77922220,1777005577,2026-04-24 04:39:37 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,101,101,4,79,19,65,1,11,8,63,77,58,64,15
77922219,1777005577,2026-04-24 04:39:37 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,86,86,11,10,35,1,65,8,69,2,20,15,25,64
77922214,1777005576,2026-04-24 04:39:36 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,65,64,50,3,19,31,15,63,14,17,81,20,4,77
77922209,1777005575,2026-04-24 04:39:35 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,103,103,25,11,7,10,65,69,2,72,27,79,15,31
77922206,1777005573,2026-04-24 04:39:33 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,105,105,72,4,50,20,1,3,19,31,10,76,63,11
77922205,1777005573,2026-04-24 04:39:33 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,83,83,2,65,25,76,4,11,10,79,66,81,27,13
77922166,1777005559,2026-04-24 04:39:19 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,61,61,20,64,11,4,77,69,1,15,8,80,12,79
77922164,1777005558,2026-04-24 04:39:18 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,53,53,31,6,2,27,77,14,11,65,15,3,10,4
77922162,1777005556,2026-04-24 04:39:16 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,41,41,64,11,35,67,52,13,81,7,79,76,31,19
77922154,1777005553,2026-04-24 04:39:13 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,23,23,13,11,3,12,15,58,64,1,60,65,25,79
77922152,1777005550,2026-04-24 04:39:10 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,16,16,27,2,67,79,58,72,66,7,60,80,14,76
77922147,1777005550,2026-04-24 04:39:10 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,83,83,65,14,31,79,25,63,18,13,50,81,15,20
77922141,1777005546,2026-04-24 04:39:06 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,32,32,3,72,7,27,77,67,10,76,79,1,15,80
77922138,1777005545,2026-04-24 04:39:05 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,25,25,58,63,7,4,79,12,65,64,67,10,81,76
77922131,1777005543,2026-04-24 04:39:03 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,12,12,72,69,16,25,13,10,63,14,19,80,79,1
77922130,1777005542,2026-04-24 04:39:02 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,61,61,58,19,15,31,13,79,66,7,11,1,69,64
77922129,1777005541,2026-04-24 04:39:01 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,91,86,77,52,60,31,6,64,65,69,72,1,11,10
77922128,1777005541,2026-04-24 04:39:01 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,35,33,69,17,11,27,25,4,67,65,31,16,76,72
77922127,1777005541,2026-04-24 04:39:01 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,92,92,7,1,72,12,13,79,63,66,18,27,17,69
77922117,1777005539,2026-04-24 04:38:59 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,12,12,63,3,64,79,15,6,11,13,66,1,81,67
77922116,1777005539,2026-04-24 04:38:59 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,81,81,65,4,76,12,15,3,11,66,67,1,20,58
77922115,1777005538,2026-04-24 04:38:58 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,63,63,76,35,13,18,10,1,8,77,69,63,72,6
77922112,1777005536,2026-04-24 04:38:56 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,103,103,50,35,80,10,1,79,3,81,2,64,76,25
77922095,1777005528,2026-04-24 04:38:48 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,81,81,17,25,3,1,81,10,16,50,20,14,80,19
77922088,1777005527,2026-04-24 04:38:47 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,13,13,3,77,15,17,11,19,8,69,64,6,80,13
77922087,1777005526,2026-04-24 04:38:46 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,81,81,7,25,31,11,13,14,27,19,63,67,69,1
77922086,1777005525,2026-04-24 04:38:45 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,63,63,11,18,65,31,13,3,69,58,66,79,14,27
77922074,1777005521,2026-04-24 04:38:41 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,84,84,77,15,80,3,81,11,13,27,64,1,69,12
77922043,1777005507,2026-04-24 04:38:27 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,73,73,7,63,12,16,4,20,2,81,79,72,11,65
77922040,1777005506,2026-04-24 04:38:26 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,45,46,64,19,14,81,31,15,66,35,16,2,12,13
77922000,1777005492,2026-04-24 04:38:12 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,102,102,19,31,1,20,13,2,17,65,35,12,4,15
77921998,1777005491,2026-04-24 04:38:11 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,15,15,63,81,25,13,69,76,65,64,80,4,67,8
77921987,1777005486,2026-04-24 04:38:06 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,95,95,2,7,17,31,18,64,15,1,3,79,72,81
77921976,1777005485,2026-04-24 04:38:05 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,54,54,8,1,17,18,20,58,13,2,14,12,64,72
77921973,1777005483,2026-04-24 04:38:03 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,13,14,31,3,52,11,27,7,20,80,79,4,65,77
77921972,1777005482,2026-04-24 04:38:02 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,85,85,76,52,3,67,25,11,69,17,72,18,13,10
77921971,1777005480,2026-04-24 04:38:00 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,85,85,66,16,11,8,3,65,25,69,79,19,63,80
77921970,1777005480,2026-04-24 04:38:00 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,96,96,20,3,63,80,19,6,31,4,1,64,15,17
77921963,1777005480,2026-04-24 04:38:00 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,111,111,27,64,63,80,16,77,15,1,11,6,7,20
77921951,1777005475,2026-04-24 04:37:55 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,92,92,13,72,8,15,1,3,10,60,81,19,6,7
77921947,1777005472,2026-04-24 04:37:52 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,63,63,50,64,69,12,52,76,65,66,3,67,77,8
77921902,1777005455,2026-04-24 04:37:35 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,22,22,58,52,14,60,16,19,69,1,4,63,67,25
77921901,1777005455,2026-04-24 04:37:35 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,76,76,27,8,19,17,4,79,15,2,72,6,81,14
77921876,1777005444,2026-04-24 04:37:24 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,66,66,13,19,65,14,10,15,20,1,35,4,17,79
77921852,1777005431,2026-04-24 04:37:11 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,56,55,2,76,72,6,79,13,67,65,11,66,16,81
77921851,1777005431,2026-04-24 04:37:11 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,81,81,10,27,20,3,64,52,65,67,19,7,35,79
77921849,1777005430,2026-04-24 04:37:10 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,82,82,58,4,8,50,18,2,1,15,17,11,10,72
77921841,1777005428,2026-04-24 04:37:08 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,71,71,65,66,80,67,60,50,11,15,3,31,27,2
77921840,1777005428,2026-04-24 04:37:08 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,104,104,35,63,79,25,27,81,17,10,66,18,7,31
77921825,1777005423,2026-04-24 04:37:03 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,24,25,13,64,11,67,27,52,76,79,3,65,4,6
77921802,1777005415,2026-04-24 04:36:55 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,44,44,80,69,76,27,3,31,63,58,10,20,11,1
77921793,1777005411,2026-04-24 04:36:51 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,15,15,58,77,17,79,35,16,27,4,63,67,80,8
77921791,1777005410,2026-04-24 04:36:50 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,75,75,13,31,60,66,76,15,81,65,20,25,11,16
77921783,1777005407,2026-04-24 04:36:47 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,94,94,77,8,20,6,52,31,63,27,76,18,14,1
77921753,1777005397,2026-04-24 04:36:37 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,62,61,27,77,13,20,80,12,76,25,3,63,50,72
