match_id,start_time_s,start_time_utc,patch,patch_source,winner,winner_team_index,team_1_average_badge,team_2_average_badge,team_1_hero_1,team_1_hero_2,team_1_hero_3,team_1_hero_4,team_1_hero_5,team_1_hero_6,team_2_hero_1,team_2_hero_2,team_2_hero_3,team_2_hero_4,team_2_hero_5,team_2_hero_6
77931992,1777009726,2026-04-24 05:48:46 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,82,82,77,2,79,80,15,64,69,63,18,66,7,76
77931991,1777009725,2026-04-24 05:48:45 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,82,84,1,80,35,72,79,67,16,12,20,65,60,27
77931979,1777009721,2026-04-24 05:48:41 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,71,71,66,77,69,50,79,64,19,13,67,15,10,65
77931970,1777009717,2026-04-24 05:48:37 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,14,14,7,80,67,4,13,12,63,76,60,15,16,27
77931960,1777009712,2026-04-24 05:48:32 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,56,56,77,7,8,58,67,6,80,64,2,1,11,79
77931951,1777009707,2026-04-24 05:48:27 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,73,73,65,64,11,77,79,7,27,1,18,15,76,14
77931949,1777009703,2026-04-24 05:48:23 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,43,43,16,65,15,10,18,17,79,50,25,77,69,1
77931948,1777009703,2026-04-24 05:48:23 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,54,54,16,76,60,20,79,27,69,18,52,31,65,63
77931947,1777009702,2026-04-24 05:48:22 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,56,56,7,63,4,66,67,11,76,80,81,20,15,31
77931946,1777009701,2026-04-24 05:48:21 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,54,54,77,63,6,67,1,11,8,64,65,2,69,12
77931930,1777009696,2026-04-24 05:48:16 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,82,82,80,2,63,12,14,15,35,4,20,7,18,81
77931914,1777009690,2026-04-24 05:48:10 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,26,25,13,72,81,18,69,65,2,4,79,77,6,76
77931913,1777009689,2026-04-24 05:48:09 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,22,22,7,3,11,79,1,19,63,80,77,12,65,14
77931907,1777009687,2026-04-24 05:48:07 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,16,16,13,7,19,77,11,67,63,80,6,27,76,79
77931906,1777009686,2026-04-24 05:48:06 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,44,45,80,20,17,27,16,11,76,15,1,79,77,31
77931905,1777009686,2026-04-24 05:48:06 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,31,26,63,79,8,80,77,25,7,2,66,67,1,76
77931904,1777009685,2026-04-24 05:48:05 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,86,86,63,64,15,1,11,50,79,31,77,76,25,13
77931899,1777009684,2026-04-24 05:48:04 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,61,61,2,7,66,79,31,18,35,16,50,20,77,1
77931895,1777009683,2026-04-24 05:48:03 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,44,44,11,10,77,20,50,27,72,25,17,58,69,79
77931846,1777009661,2026-04-24 05:47:41 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,102,102,15,17,52,6,14,11,66,20,31,69,13,1
77931843,1777009660,2026-04-24 05:47:40 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,95,95,7,10,80,31,18,17,2,16,6,69,15,1
77931842,1777009660,2026-04-24 05:47:40 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,103,103,79,20,31,4,77,1,80,52,6,3,18,69
77931838,1777009659,2026-04-24 05:47:39 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,71,71,72,1,14,63,31,12,15,67,25,20,19,60
77931834,1777009658,2026-04-24 05:47:38 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,56,56,17,10,80,13,31,12,79,60,3,25,2,6
77931833,1777009656,2026-04-24 05:47:36 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,101,102,2,11,13,19,4,31,1,7,77,12,79,80
77931822,1777009653,2026-04-24 05:47:33 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,81,81,15,19,17,11,31,76,6,2,25,10,67,65
77931808,1777009645,2026-04-24 05:47:25 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,51,51,1,64,67,76,20,79,80,3,11,8,77,72
77931750,1777009616,2026-04-24 05:46:56 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,106,106,13,67,18,7,52,19,72,16,31,3,58,2
77931715,1777009603,2026-04-24 05:46:43 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,41,41,79,2,52,67,27,19,11,63,64,3,13,1
77931710,1777009603,2026-04-24 05:46:43 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,81,81,52,3,31,77,15,13,1,7,69,18,66,6
77931709,1777009603,2026-04-24 05:46:43 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,32,31,7,19,3,11,79,1,13,76,18,17,27,14
77931704,1777009597,2026-04-24 05:46:37 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,75,75,4,2,69,72,79,1,11,25,31,77,8,63
77931702,1777009596,2026-04-24 05:46:36 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,65,65,15,20,64,63,2,11,6,3,76,72,79,7
77931701,1777009596,2026-04-24 05:46:36 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,42,42,65,27,19,2,4,67,76,63,79,80,52,11
77931693,1777009592,2026-04-24 05:46:32 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,65,66,7,18,11,2,72,3,6,50,79,81,76,64
77931690,1777009592,2026-04-24 05:46:32 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,74,74,80,63,18,4,14,1,69,11,31,66,58,64
77931661,1777009577,2026-04-24 05:46:17 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,56,56,7,63,67,65,72,12,4,6,79,81,2,80
77931656,1777009576,2026-04-24 05:46:16 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,14,12,63,52,15,65,18,11,27,64,50,77,67,20
77931655,1777009575,2026-04-24 05:46:15 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,82,82,63,19,79,17,66,11,8,4,80,15,20,64
77931654,1777009575,2026-04-24 05:46:15 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,66,65,2,72,1,11,7,12,80,65,15,8,69,66
77931651,1777009572,2026-04-24 05:46:12 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,112,112,64,17,52,63,4,72,7,10,27,15,12,58
77931649,1777009572,2026-04-24 05:46:12 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,41,42,80,69,65,11,13,2,17,7,10,79,72,20
77931648,1777009572,2026-04-24 05:46:12 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,82,82,1,64,52,72,7,11,6,31,60,69,13,2
77931644,1777009572,2026-04-24 05:46:12 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,71,66,63,52,76,66,81,1,13,80,27,14,65,18
77931642,1777009569,2026-04-24 05:46:09 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,33,33,1,35,11,64,13,69,76,79,20,25,2,80
77931640,1777009567,2026-04-24 05:46:07 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,41,42,7,66,20,64,67,4,14,25,31,65,63,6
77931635,1777009565,2026-04-24 05:46:05 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,46,51,63,13,8,4,12,79,77,65,20,81,11,67
77931580,1777009541,2026-04-24 05:45:41 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,12,13,13,25,11,2,67,66,79,3,63,72,18,77
77931579,1777009538,2026-04-24 05:45:38 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,76,76,7,2,64,63,6,12,13,19,67,79,1,25
77931558,1777009527,2026-04-24 05:45:27 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,83,83,8,15,66,77,2,11,69,65,25,80,72,14
77931555,1777009526,2026-04-24 05:45:26 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,12,12,65,63,76,77,79,6,7,16,60,2,25,11
77931532,1777009516,2026-04-24 05:45:16 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,101,101,65,25,19,67,1,14,77,8,80,69,64,31
77931524,1777009515,2026-04-24 05:45:15 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,94,94,12,4,13,65,18,63,15,72,20,1,69,77
77931496,1777009502,2026-04-24 05:45:02 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,26,25,7,65,13,63,18,77,2,80,67,64,81,11
77931464,1777009486,2026-04-24 05:44:46 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,81,81,13,7,64,4,11,18,63,31,67,19,76,72
77931407,1777009460,2026-04-24 05:44:20 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,62,62,52,31,25,64,10,63,7,19,69,6,65,14
77931395,1777009455,2026-04-24 05:44:15 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,71,71,65,4,11,79,25,31,76,72,80,2,20,63
77931381,1777009448,2026-04-24 05:44:08 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,31,33,64,65,69,77,67,11,13,3,12,18,7,58
77931369,1777009447,2026-04-24 05:44:07 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,54,54,81,80,10,77,11,63,25,2,8,64,60,69
77931304,1777009418,2026-04-24 05:43:38 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,115,115,27,2,18,11,1,3,65,17,6,15,80,12
77931296,1777009414,2026-04-24 05:43:34 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,16,16,7,79,72,14,66,2,6,65,50,67,64,11
77931285,1777009407,2026-04-24 05:43:27 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,82,82,64,79,1,80,13,11,77,67,7,6,2,15
77931268,1777009399,2026-04-24 05:43:19 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,104,104,17,11,63,19,3,16,60,15,35,20,1,13
77931265,1777009398,2026-04-24 05:43:18 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,91,91,7,58,3,12,11,25,18,1,63,2,77,15
77931264,1777009398,2026-04-24 05:43:18 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,103,103,50,6,15,7,65,20,64,60,1,11,31,63
77931259,1777009395,2026-04-24 05:43:15 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,33,33,63,15,16,80,11,52,72,79,8,2,6,65
77931253,1777009394,2026-04-24 05:43:14 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,86,91,11,25,12,31,67,2,63,50,18,4,6,60
77931238,1777009387,2026-04-24 05:43:07 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,82,82,50,52,31,77,81,18,69,76,16,19,13,6
77931230,1777009381,2026-04-24 05:43:01 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,101,101,66,15,35,67,17,65,7,4,79,18,1,63
77931219,1777009376,2026-04-24 05:42:56 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,24,24,11,79,15,7,77,80,76,1,60,6,67,81
77931218,1777009376,2026-04-24 05:42:56 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,76,76,17,15,66,2,79,11,12,1,7,25,81,63
77931212,1777009373,2026-04-24 05:42:53 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,76,83,65,17,81,3,18,6,10,52,19,14,77,60
77931209,1777009370,2026-04-24 05:42:50 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,83,83,69,52,50,15,1,19,80,81,31,11,65,58
77931206,1777009368,2026-04-24 05:42:48 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,76,76,8,63,64,81,27,11,25,76,10,4,14,3
77931202,1777009366,2026-04-24 05:42:46 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,54,54,7,76,6,15,2,12,69,1,10,31,11,77
77931201,1777009366,2026-04-24 05:42:46 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,32,32,10,11,65,13,25,67,69,31,50,4,60,72
77931200,1777009365,2026-04-24 05:42:45 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,33,32,13,7,66,4,79,69,35,12,76,3,50,81
77931194,1777009363,2026-04-24 05:42:43 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,83,83,58,80,1,19,14,2,63,15,16,64,31,20
77931191,1777009362,2026-04-24 05:42:42 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,72,71,3,1,66,64,13,76,60,15,4,10,19,50
77931188,1777009361,2026-04-24 05:42:41 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,12,12,3,13,79,8,35,19,72,14,2,67,63,80
77931180,1777009358,2026-04-24 05:42:38 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,101,101,58,76,14,18,19,13,80,27,12,1,3,8
77931179,1777009357,2026-04-24 05:42:37 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,42,43,7,67,1,15,19,8,25,64,80,79,14,63
77931167,1777009351,2026-04-24 05:42:31 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,94,94,17,18,65,2,50,66,31,3,7,6,1,12
77931156,1777009341,2026-04-24 05:42:21 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,52,52,13,77,81,19,11,69,15,52,66,76,2,79
77931142,1777009336,2026-04-24 05:42:16 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,102,102,13,64,1,14,19,79,50,63,77,31,65,18
77931131,1777009331,2026-04-24 05:42:11 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,43,44,13,77,16,69,65,11,64,4,14,12,2,7
77931106,1777009325,2026-04-24 05:42:05 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,65,65,17,64,10,12,52,8,27,3,79,76,4,19
77931105,1777009324,2026-04-24 05:42:04 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,51,52,14,4,2,6,50,69,81,80,8,72,79,7
77931104,1777009323,2026-04-24 05:42:03 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,52,52,2,76,72,79,66,52,31,50,81,17,16,18
77931098,1777009321,2026-04-24 05:42:01 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,23,23,52,10,15,79,65,80,63,11,31,6,81,77
77931097,1777009321,2026-04-24 05:42:01 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,75,75,3,10,65,18,1,69,50,81,11,6,31,4
77931096,1777009321,2026-04-24 05:42:01 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,54,54,13,79,15,80,64,72,1,69,3,66,65,20
77931093,1777009320,2026-04-24 05:42:00 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,36,36,17,2,27,52,79,12,60,4,16,6,63,76
77931091,1777009317,2026-04-24 05:41:57 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,25,31,13,8,58,1,67,11,16,66,79,76,72,50
77931086,1777009315,2026-04-24 05:41:55 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,73,73,65,25,67,80,20,8,3,13,66,64,35,79
77931083,1777009312,2026-04-24 05:41:52 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,72,72,31,66,27,19,50,79,67,2,63,6,25,8
77931079,1777009309,2026-04-24 05:41:49 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,86,86,52,60,19,79,27,81,8,20,77,13,12,1
77931071,1777009308,2026-04-24 05:41:48 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,83,83,2,76,27,65,16,11,6,19,7,63,69,64
77931065,1777009308,2026-04-24 05:41:48 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,33,34,12,31,77,81,76,63,7,20,67,25,52,16
77931057,1777009304,2026-04-24 05:41:44 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,33,35,20,77,79,63,80,66,69,64,76,11,7,25
77931033,1777009291,2026-04-24 05:41:31 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,66,66,25,64,67,7,13,11,79,8,58,77,1,31
77931032,1777009291,2026-04-24 05:41:31 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,31,31,7,6,8,80,20,31,76,81,1,65,52,64
77931024,1777009286,2026-04-24 05:41:26 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,82,82,20,14,80,58,2,25,12,3,1,66,69,50
77931002,1777009279,2026-04-24 05:41:19 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,92,92,13,1,67,31,35,25,2,69,27,60,76,19
77930985,1777009273,2026-04-24 05:41:13 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,64,64,7,1,12,67,58,64,13,16,2,81,6,18
77930979,1777009267,2026-04-24 05:41:07 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,53,53,64,7,79,31,80,4,69,10,77,25,20,63
77930970,1777009261,2026-04-24 05:41:01 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,26,26,63,20,58,12,1,31,81,19,7,79,3,8
77930967,1777009261,2026-04-24 05:41:01 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,84,83,65,1,77,67,69,72,76,58,31,3,27,79
77930965,1777009260,2026-04-24 05:41:00 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,56,56,17,3,52,64,11,12,67,8,58,31,65,19
77930963,1777009260,2026-04-24 05:41:00 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,21,21,17,63,66,72,67,3,1,2,79,27,8,15
77930962,1777009258,2026-04-24 05:40:58 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,92,92,19,11,2,64,16,20,60,67,31,65,52,66
77930961,1777009257,2026-04-24 05:40:57 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,103,102,13,69,15,80,81,6,17,35,19,64,50,2
77930960,1777009257,2026-04-24 05:40:57 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,62,63,35,11,76,13,63,31,81,66,72,77,79,50
77930953,1777009255,2026-04-24 05:40:55 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,83,83,2,15,8,80,65,6,31,1,67,72,76,77
77930951,1777009254,2026-04-24 05:40:54 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,73,73,1,52,79,60,19,4,18,11,80,63,50,81
77930950,1777009254,2026-04-24 05:40:54 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,113,113,64,65,58,79,52,16,80,15,3,81,27,69
77930949,1777009253,2026-04-24 05:40:53 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,94,94,2,80,18,69,13,77,15,31,67,20,1,72
77930941,1777009247,2026-04-24 05:40:47 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,45,45,17,3,64,35,79,76,72,16,69,2,11,1
77930930,1777009242,2026-04-24 05:40:42 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,114,114,27,64,15,17,81,7,63,50,66,58,65,12
77930905,1777009233,2026-04-24 05:40:33 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,12,13,50,60,11,6,27,2,72,13,15,67,12,65
77930904,1777009233,2026-04-24 05:40:33 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,22,22,52,10,7,79,11,1,6,15,63,13,65,20
77930896,1777009228,2026-04-24 05:40:28 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,16,15,63,81,64,2,18,14,1,77,25,67,10,76
77930895,1777009228,2026-04-24 05:40:28 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,62,62,60,80,65,15,20,3,13,31,18,1,52,69
77930889,1777009223,2026-04-24 05:40:23 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,64,64,64,10,12,1,80,76,79,65,6,27,63,31
77930862,1777009214,2026-04-24 05:40:14 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,105,105,69,50,76,6,64,15,20,52,27,72,79,77
77930849,1777009208,2026-04-24 05:40:08 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,72,64,2,12,1,76,77,63,65,7,67,6,15,27
77930832,1777009199,2026-04-24 05:39:59 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,112,112,7,13,80,31,15,12,66,2,35,8,1,63
77930831,1777009199,2026-04-24 05:39:59 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,63,63,63,1,69,79,6,77,19,15,13,60,2,27
77930813,1777009189,2026-04-24 05:39:49 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,102,101,15,3,65,19,18,2,20,63,60,27,11,25
77930791,1777009182,2026-04-24 05:39:42 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,62,62,77,1,15,6,2,79,69,80,35,25,60,13
77930776,1777009176,2026-04-24 05:39:36 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,22,22,65,8,13,67,16,6,3,77,1,11,7,12
77930774,1777009175,2026-04-24 05:39:35 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,55,55,12,2,31,7,4,11,14,80,52,64,6,16
77930760,1777009174,2026-04-24 05:39:34 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,46,44,76,19,27,67,79,7,8,4,1,77,11,20
77930759,1777009174,2026-04-24 05:39:34 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,115,115,80,10,17,12,31,1,81,16,11,58,64,8
77930756,1777009171,2026-04-24 05:39:31 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,31,31,58,79,13,10,31,72,35,3,64,4,7,65
77930738,1777009166,2026-04-24 05:39:26 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,103,103,52,18,58,3,65,77,31,1,6,14,80,76
77930737,1777009162,2026-04-24 05:39:22 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,34,34,63,2,69,65,4,72,35,79,52,15,13,80
77930725,1777009159,2026-04-24 05:39:19 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,33,33,2,76,12,77,69,64,4,13,27,11,79,19
77930716,1777009154,2026-04-24 05:39:14 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,86,86,10,52,8,65,19,79,14,15,76,1,31,25
77930701,1777009146,2026-04-24 05:39:06 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,56,55,12,63,79,77,58,31,1,25,8,64,69,15
77930690,1777009139,2026-04-24 05:38:59 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,86,91,63,64,67,65,12,58,31,15,76,14,16,3
77930668,1777009130,2026-04-24 05:38:50 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,82,82,65,79,19,64,63,76,7,12,72,80,50,14
77930666,1777009129,2026-04-24 05:38:49 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,73,73,13,19,10,81,79,65,4,11,31,2,27,7
77930659,1777009125,2026-04-24 05:38:45 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,82,82,15,3,27,20,18,52,67,58,31,8,72,50
77930597,1777009089,2026-04-24 05:38:09 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,63,63,2,7,12,67,52,19,79,4,13,15,76,64
77930576,1777009087,2026-04-24 05:38:07 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,61,61,4,1,6,79,69,17,63,66,11,16,14,80
77930575,1777009087,2026-04-24 05:38:07 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,24,26,3,63,15,79,72,77,64,2,1,69,4,13
77930573,1777009085,2026-04-24 05:38:05 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,83,83,17,2,25,18,3,65,66,1,11,63,8,60
77930572,1777009084,2026-04-24 05:38:04 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,44,44,1,77,50,6,63,14,18,67,12,13,52,7
77930566,1777009080,2026-04-24 05:38:00 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,83,83,52,60,63,18,1,8,64,79,2,77,81,15
77930564,1777009078,2026-04-24 05:37:58 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,23,23,13,76,81,79,15,66,72,64,67,63,80,69
77930563,1777009078,2026-04-24 05:37:58 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,32,32,63,8,2,66,12,10,77,69,76,11,58,80
77930557,1777009074,2026-04-24 05:37:54 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,91,91,81,1,69,12,64,7,15,14,76,6,3,66
77930556,1777009072,2026-04-24 05:37:52 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,94,94,50,15,12,31,64,2,81,6,11,79,65,63
77930551,1777009072,2026-04-24 05:37:52 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,56,56,13,72,12,63,11,76,10,67,65,1,77,6
77930550,1777009072,2026-04-24 05:37:52 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,16,16,80,4,17,31,20,69,76,11,77,3,58,79
77930549,1777009070,2026-04-24 05:37:50 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,21,21,13,1,12,4,76,79,72,67,81,63,11,2
77930548,1777009070,2026-04-24 05:37:50 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,13,15,50,63,69,8,81,35,25,58,67,76,2,79
77930547,1777009068,2026-04-24 05:37:48 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,54,54,13,11,81,76,80,14,52,25,79,3,58,2
77930540,1777009066,2026-04-24 05:37:46 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,22,23,20,79,80,58,66,76,14,31,13,6,3,4
77930535,1777009062,2026-04-24 05:37:42 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,15,14,3,65,52,8,15,67,72,25,79,17,76,10
77930531,1777009059,2026-04-24 05:37:39 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,76,76,6,2,80,72,81,20,27,79,15,25,7,67
77930527,1777009059,2026-04-24 05:37:39 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 2,1,64,64,1,64,50,18,20,3,12,52,2,14,67,77
77930518,1777009054,2026-04-24 05:37:34 UTC,2026-04-10,inferred from start_time (official gameplay update date),Team 1,0,54,56,10,31,80,63,60,35,64,76,2,18,65,3
